"","osm_id","code","fclass","name","ref","oneway","maxspeed","layer","bridge","tunnel"
"206812","588318071",5141,"service",NA,NA,"B",0,"0","F","F"
"206813","588318072",5141,"service",NA,NA,"B",0,"0","F","F"
"206814","588318073",5122,"residential",NA,NA,"B",0,"0","F","F"
"206815","588318074",5122,"residential",NA,NA,"B",0,"0","F","F"
"206816","588318075",5122,"residential",NA,NA,"B",0,"0","F","F"
"206817","588318076",5122,"residential",NA,NA,"B",0,"0","F","F"
"206818","588318077",5122,"residential",NA,NA,"B",0,"0","F","F"
"206819","588318078",5122,"residential",NA,NA,"B",0,"0","F","F"
"206820","588318079",5122,"residential",NA,NA,"B",0,"0","F","F"
"206821","588318080",5122,"residential",NA,NA,"B",0,"0","F","F"
"206822","588318081",5122,"residential",NA,NA,"B",0,"0","F","F"
"206823","588318082",5122,"residential",NA,NA,"B",0,"0","F","F"
"206824","588318083",5122,"residential",NA,NA,"B",0,"0","F","F"
"206825","588318084",5122,"residential",NA,NA,"B",0,"0","F","F"
"206826","588318085",5122,"residential",NA,NA,"B",0,"0","F","F"
"206827","588318086",5122,"residential",NA,NA,"B",0,"0","F","F"
"206828","588318087",5122,"residential",NA,NA,"B",0,"0","F","F"
"206829","588318088",5122,"residential",NA,NA,"B",0,"0","F","F"
"206830","588318089",5122,"residential",NA,NA,"B",0,"0","F","F"
"206831","588318090",5122,"residential",NA,NA,"B",0,"0","F","F"
"206832","588318091",5122,"residential",NA,NA,"B",0,"0","F","F"
"206833","588318093",5122,"residential",NA,NA,"B",0,"0","F","F"
"206834","588318094",5122,"residential",NA,NA,"B",0,"0","F","F"
"206835","588318095",5122,"residential",NA,NA,"B",0,"0","F","F"
"206836","588319536",5122,"residential",NA,NA,"B",0,"0","F","F"
"206837","588319537",5114,"secondary","AR_06_1074 St. / Welete Yohanis Street",NA,"B",0,"0","F","F"
"206838","588319538",5122,"residential",NA,NA,"B",0,"0","F","F"
"206839","588319539",5122,"residential",NA,NA,"B",0,"0","F","F"
"206840","588319540",5115,"tertiary",NA,NA,"B",0,"0","F","F"
"206841","588319541",5114,"secondary",NA,NA,"B",0,"0","F","F"
"206842","588319542",5122,"residential",NA,NA,"B",0,"0","F","F"
"206843","588319543",5115,"tertiary","Shewareged Gedle Street",NA,"B",0,"0","F","F"
"206844","588319544",5115,"tertiary","Shewareged Gedle Street",NA,"B",0,"0","F","F"
"206845","588319545",5134,"secondary_link",NA,NA,"B",0,"0","F","F"
"206846","588319547",5134,"secondary_link",NA,NA,"B",0,"0","F","F"
"206847","588319548",5122,"residential",NA,NA,"B",0,"0","F","F"
"206848","588322863",5141,"service",NA,NA,"B",0,"0","F","F"
"206849","588322864",5141,"service",NA,NA,"B",0,"0","F","F"
"206850","588322865",5141,"service",NA,NA,"B",0,"0","F","F"
"206851","588322866",5141,"service",NA,NA,"B",0,"0","F","F"
"206852","588322867",5141,"service",NA,NA,"B",0,"0","F","F"
"206853","588322868",5141,"service",NA,NA,"B",0,"0","F","F"
"206854","588322869",5122,"residential",NA,NA,"B",0,"0","F","F"
"206855","588322870",5122,"residential",NA,NA,"B",0,"0","F","F"
"206856","588322871",5122,"residential",NA,NA,"B",0,"0","F","F"
"206857","588322872",5122,"residential",NA,NA,"B",0,"0","F","F"
"206858","588322873",5122,"residential",NA,NA,"B",0,"0","F","F"
"206859","588322874",5122,"residential",NA,NA,"B",0,"0","F","F"
"206860","588322875",5122,"residential",NA,NA,"B",0,"0","F","F"
"206861","588322876",5122,"residential",NA,NA,"B",0,"0","F","F"
"206862","588322877",5122,"residential",NA,NA,"B",0,"0","F","F"
"206863","588322878",5122,"residential",NA,NA,"B",0,"0","F","F"
"206864","588322879",5122,"residential",NA,NA,"B",0,"0","F","F"
"206865","588322880",5122,"residential",NA,NA,"B",0,"0","F","F"
"206866","588322881",5141,"service",NA,NA,"B",0,"0","F","F"
"206867","588322882",5141,"service",NA,NA,"B",0,"0","F","F"
"206868","588322883",5141,"service",NA,NA,"B",0,"0","F","F"
"206869","588322884",5141,"service",NA,NA,"B",0,"0","F","F"
"206870","588322885",5122,"residential",NA,NA,"B",0,"0","F","F"
"206871","588322886",5122,"residential",NA,NA,"B",0,"0","F","F"
"206872","588322887",5122,"residential",NA,NA,"B",0,"0","F","F"
"206873","588322888",5122,"residential",NA,NA,"B",0,"0","F","F"
"206874","588323125",5122,"residential",NA,NA,"B",0,"0","F","F"
"206875","588326308",5122,"residential",NA,NA,"B",0,"0","F","F"
"206876","588326309",5141,"service",NA,NA,"B",0,"0","F","F"
"206877","588326310",5141,"service",NA,NA,"B",0,"0","F","F"
"206878","588326311",5141,"service",NA,NA,"B",0,"0","F","F"
"206879","588326312",5141,"service",NA,NA,"B",0,"0","F","F"
"206880","588326313",5141,"service",NA,NA,"B",0,"0","F","F"
"206881","588326314",5141,"service",NA,NA,"B",0,"0","F","F"
"206882","588326315",5141,"service",NA,NA,"B",0,"0","F","F"
"206883","588326316",5122,"residential",NA,NA,"B",0,"0","F","F"
"206884","588326317",5122,"residential",NA,NA,"B",0,"0","F","F"
"206885","588326318",5122,"residential",NA,NA,"B",0,"0","F","F"
"206886","588326319",5122,"residential",NA,NA,"B",0,"0","F","F"
"206887","588326320",5122,"residential",NA,NA,"B",0,"0","F","F"
"206888","588326321",5122,"residential",NA,NA,"B",0,"0","F","F"
"206889","588326322",5122,"residential",NA,NA,"B",0,"0","F","F"
"206890","588326323",5122,"residential",NA,NA,"B",0,"0","F","F"
"206891","588326324",5122,"residential",NA,NA,"B",0,"0","F","F"
"206892","588326325",5122,"residential",NA,NA,"B",0,"0","F","F"
"206893","588326326",5122,"residential",NA,NA,"B",0,"0","F","F"
"206894","588326327",5122,"residential",NA,NA,"B",0,"0","F","F"
"206895","588326328",5122,"residential",NA,NA,"B",0,"0","F","F"
"206896","588326329",5122,"residential",NA,NA,"B",0,"0","F","F"
"206897","588326330",5122,"residential",NA,NA,"B",0,"0","F","F"
"206898","588327053",5122,"residential",NA,NA,"B",0,"0","F","F"
"206899","588327054",5122,"residential",NA,NA,"B",0,"0","F","F"
"206900","588327056",5122,"residential",NA,NA,"B",0,"0","F","F"
"206901","588327058",5122,"residential",NA,NA,"B",0,"0","F","F"
"206902","588327060",5122,"residential",NA,NA,"B",0,"0","F","F"
"206903","588327061",5122,"residential",NA,NA,"B",0,"0","F","F"
"206904","588327063",5122,"residential",NA,NA,"B",0,"0","F","F"
"206905","588327065",5122,"residential",NA,NA,"B",0,"0","F","F"
"206906","588327067",5122,"residential",NA,NA,"B",0,"0","F","F"
"206907","588327068",5122,"residential",NA,NA,"B",0,"0","F","F"
"206908","588327070",5122,"residential",NA,NA,"B",0,"0","F","F"
"206909","588328416",5132,"trunk_link",NA,NA,"F",0,"0","F","F"
"206910","588328417",5113,"primary",NA,NA,"B",0,"0","F","F"
"206911","588328418",5113,"primary",NA,NA,"B",0,"1","T","F"
"206912","588328419",5113,"primary",NA,NA,"B",0,"0","F","F"
"206913","588328751",5141,"service",NA,NA,"B",0,"0","F","F"
"206914","588328752",5141,"service",NA,NA,"B",0,"0","F","F"
"206915","588328753",5122,"residential",NA,NA,"B",0,"0","F","F"
"206916","588328754",5122,"residential",NA,NA,"B",0,"0","F","F"
"206917","588328755",5122,"residential",NA,NA,"B",0,"0","F","F"
"206918","588328756",5122,"residential",NA,NA,"B",0,"0","F","F"
"206919","588328757",5122,"residential",NA,NA,"B",0,"0","F","F"
"206920","588328758",5134,"secondary_link",NA,NA,"B",0,"0","F","F"
"206921","588328759",5122,"residential",NA,NA,"B",0,"0","F","F"
"206922","588328760",5122,"residential",NA,NA,"B",0,"0","F","F"
"206923","588328761",5122,"residential",NA,NA,"B",0,"0","F","F"
"206924","588328762",5122,"residential",NA,NA,"B",0,"0","F","F"
"206925","588328763",5122,"residential",NA,NA,"B",0,"0","F","F"
"206926","588328764",5122,"residential",NA,NA,"B",0,"0","F","F"
"206927","588328765",5122,"residential",NA,NA,"B",0,"0","F","F"
"206928","588331126",5122,"residential",NA,NA,"B",0,"0","F","F"
"206929","588331128",5121,"unclassified",NA,NA,"B",0,"0","F","F"
"206930","588331130",5122,"residential",NA,NA,"B",0,"0","F","F"
"206931","588331133",5122,"residential",NA,NA,"B",0,"0","F","F"
"206932","588331135",5115,"tertiary",NA,NA,"B",0,"0","F","F"
"206933","588331137",5115,"tertiary",NA,NA,"B",0,"0","F","F"
"206934","588331139",5122,"residential",NA,NA,"B",0,"0","F","F"
"206935","588331141",5141,"service",NA,NA,"B",0,"0","F","F"
"206936","588332627",5141,"service",NA,NA,"B",0,"0","F","F"
"206937","588332628",5141,"service",NA,NA,"B",0,"0","F","F"
"206938","588332629",5141,"service",NA,NA,"B",0,"0","F","F"
"206939","588332630",5122,"residential",NA,NA,"B",0,"0","F","F"
"206940","588332631",5122,"residential",NA,NA,"B",0,"0","F","F"
"206941","588332632",5122,"residential",NA,NA,"B",0,"0","F","F"
"206942","588332633",5122,"residential",NA,NA,"B",0,"0","F","F"
"206943","588332634",5141,"service",NA,NA,"B",0,"0","F","F"
"206944","588332635",5141,"service",NA,NA,"B",0,"0","F","F"
"206945","588332636",5141,"service",NA,NA,"B",0,"0","F","F"
"206946","588332637",5141,"service",NA,NA,"B",0,"0","F","F"
"206947","588332638",5141,"service",NA,NA,"B",0,"0","F","F"
"206948","588332639",5141,"service",NA,NA,"B",0,"0","F","F"
"206949","588332640",5141,"service",NA,NA,"B",0,"0","F","F"
"206990","588512276",5122,"residential",NA,NA,"B",0,"0","F","F"
"206991","588512277",5122,"residential",NA,NA,"B",0,"0","F","F"
"206992","588512278",5122,"residential",NA,NA,"B",0,"0","F","F"
"206993","588515540",5141,"service",NA,NA,"B",0,"0","F","F"
"206994","588515541",5122,"residential",NA,NA,"B",0,"0","F","F"
"206995","588515542",5122,"residential",NA,NA,"B",0,"0","F","F"
"206996","588515543",5121,"unclassified",NA,NA,"B",0,"0","F","F"
"206997","588516029",5122,"residential","KK_07_2216 St.",NA,"B",0,"0","F","F"
"206998","588516030",5122,"residential","KK_07_2304 St.",NA,"B",0,"0","F","F"
"206999","588516031",5122,"residential",NA,NA,"B",0,"0","F","F"
"207000","588516032",5122,"residential",NA,NA,"B",0,"0","F","F"
"207001","588516033",5122,"residential",NA,NA,"B",0,"0","F","F"
"207002","588516775",5122,"residential",NA,NA,"B",0,"0","F","F"
"207003","588517645",5122,"residential",NA,NA,"B",0,"0","F","F"
"207004","588517646",5122,"residential",NA,NA,"B",0,"0","F","F"
"207005","588517647",5122,"residential",NA,NA,"B",0,"0","F","F"
"207006","588517648",5122,"residential",NA,NA,"B",0,"0","F","F"
"207007","588517649",5122,"residential",NA,NA,"B",0,"0","F","F"
"207008","588517650",5122,"residential",NA,NA,"B",0,"0","F","F"
"207009","588517651",5122,"residential",NA,NA,"B",0,"0","F","F"
"207010","588517652",5122,"residential",NA,NA,"B",0,"0","F","F"
"207011","588517653",5122,"residential",NA,NA,"B",0,"0","F","F"
"207012","588517654",5122,"residential",NA,NA,"B",0,"0","F","F"
"207013","588517655",5122,"residential",NA,NA,"B",0,"0","F","F"
"207014","588517656",5122,"residential",NA,NA,"B",0,"0","F","F"
"207016","588518080",5141,"service",NA,NA,"B",0,"0","F","F"
"207017","588518081",5141,"service",NA,NA,"B",0,"0","F","F"
"207018","588518082",5141,"service",NA,NA,"B",0,"0","F","F"
"207019","588518083",5141,"service",NA,NA,"B",0,"0","F","F"
"207020","588518084",5141,"service",NA,NA,"B",0,"0","F","F"
"207021","588518085",5141,"service",NA,NA,"B",0,"0","F","F"
"207022","588518086",5141,"service",NA,NA,"B",0,"0","F","F"
"207023","588518087",5141,"service",NA,NA,"B",0,"0","F","F"
"207024","588518088",5141,"service",NA,NA,"B",0,"0","F","F"
"207025","588518089",5122,"residential",NA,NA,"B",0,"0","F","F"
"207026","588518090",5122,"residential",NA,NA,"B",0,"0","F","F"
"207027","588518091",5122,"residential",NA,NA,"B",0,"0","F","F"
"207028","588518092",5122,"residential",NA,NA,"B",0,"0","F","F"
"207029","588518093",5122,"residential",NA,NA,"B",0,"0","F","F"
"207030","588518094",5141,"service",NA,NA,"B",0,"0","F","F"
"207031","588518095",5141,"service",NA,NA,"B",0,"0","F","F"
"207032","588518096",5141,"service",NA,NA,"B",0,"0","F","F"
"207033","588518097",5141,"service",NA,NA,"B",0,"0","F","F"
"207034","588518098",5141,"service",NA,NA,"B",0,"0","F","F"
"207035","588518099",5141,"service",NA,NA,"B",0,"0","F","F"
"207036","588518145",5122,"residential",NA,NA,"B",0,"0","F","F"
"207037","588518146",5122,"residential",NA,NA,"B",0,"0","F","F"
"207038","588518147",5122,"residential",NA,NA,"B",0,"0","F","F"
"207039","588518148",5122,"residential",NA,NA,"B",0,"0","F","F"
"207040","588518149",5122,"residential",NA,NA,"B",0,"0","F","F"
"207041","588518150",5122,"residential",NA,NA,"B",0,"0","F","F"
"207042","588518151",5122,"residential",NA,NA,"B",0,"0","F","F"
"207043","588518152",5122,"residential",NA,NA,"B",0,"0","F","F"
"207044","588518153",5122,"residential",NA,NA,"B",0,"0","F","F"
"207045","588518154",5122,"residential",NA,NA,"B",0,"0","F","F"
"207046","588518155",5122,"residential",NA,NA,"B",0,"0","F","F"
"207047","588518156",5122,"residential",NA,NA,"B",0,"0","F","F"
"207048","588518157",5122,"residential",NA,NA,"B",0,"0","F","F"
"207049","588518158",5122,"residential",NA,NA,"B",0,"0","F","F"
"207050","588518159",5122,"residential",NA,NA,"B",0,"0","F","F"
"207051","588518160",5122,"residential",NA,NA,"B",0,"0","F","F"
"207063","588523001",5141,"service",NA,NA,"B",0,"0","F","F"
"207064","588523002",5141,"service",NA,NA,"B",0,"0","F","F"
"207065","588523003",5122,"residential",NA,NA,"B",0,"0","F","F"
"207066","588523004",5121,"unclassified",NA,NA,"B",0,"0","F","F"
"207067","588523005",5121,"unclassified",NA,NA,"B",0,"0","F","F"
"207068","588523006",5122,"residential",NA,NA,"B",0,"0","F","F"
"207069","588523007",5122,"residential",NA,NA,"B",0,"0","F","F"
"207070","588523008",5122,"residential",NA,NA,"B",0,"0","F","F"
"207071","588523009",5122,"residential",NA,NA,"B",0,"0","F","F"
"207074","588524543",5122,"residential",NA,NA,"B",0,"0","F","F"
"207075","588524544",5122,"residential",NA,NA,"B",0,"0","F","F"
"207076","588524545",5122,"residential",NA,NA,"B",0,"0","F","F"
"207077","588524546",5122,"residential",NA,NA,"B",0,"0","F","F"
"207078","588524547",5122,"residential",NA,NA,"B",0,"0","F","F"
"207079","588524548",5122,"residential",NA,NA,"B",0,"0","F","F"
"207080","588524549",5122,"residential",NA,NA,"B",0,"0","F","F"
"207081","588524550",5122,"residential",NA,NA,"B",0,"0","F","F"
"207082","588524551",5122,"residential",NA,NA,"B",0,"0","F","F"
"207083","588524552",5122,"residential",NA,NA,"B",0,"0","F","F"
"207084","588524553",5122,"residential",NA,NA,"B",0,"0","F","F"
"207085","588524554",5122,"residential",NA,NA,"B",0,"0","F","F"
"207087","588524709",5133,"primary_link",NA,NA,"B",0,"0","F","F"
"207088","588524710",5122,"residential",NA,NA,"B",0,"0","F","F"
"207089","588524711",5122,"residential",NA,NA,"B",0,"0","F","F"
"207090","588524712",5122,"residential",NA,NA,"B",0,"0","F","F"
"207091","588524713",5122,"residential",NA,NA,"B",0,"0","F","F"
"207092","588524714",5122,"residential",NA,NA,"B",0,"0","F","F"
"207093","588524715",5122,"residential",NA,NA,"B",0,"0","F","F"
"207097","588525877",5141,"service",NA,NA,"B",0,"0","F","F"
"207098","588525878",5141,"service",NA,NA,"B",0,"0","F","F"
"207099","588525879",5141,"service",NA,NA,"B",0,"0","F","F"
"207100","588525880",5141,"service",NA,NA,"B",0,"0","F","F"
"207101","588525881",5141,"service",NA,NA,"B",0,"0","F","F"
"207102","588525882",5141,"service",NA,NA,"B",0,"0","F","F"
"207103","588525883",5141,"service",NA,NA,"B",0,"0","F","F"
"207104","588525884",5141,"service",NA,NA,"B",0,"0","F","F"
"207105","588525885",5141,"service",NA,NA,"B",0,"0","F","F"
"207106","588525886",5141,"service",NA,NA,"B",0,"0","F","F"
"207107","588525887",5141,"service",NA,NA,"B",0,"0","F","F"
"207108","588525888",5141,"service",NA,NA,"B",0,"0","F","F"
"207109","588525889",5122,"residential",NA,NA,"B",0,"0","F","F"
"207110","588525890",5122,"residential",NA,NA,"B",0,"0","F","F"
"207111","588525891",5122,"residential",NA,NA,"B",0,"0","F","F"
"207112","588525892",5122,"residential",NA,NA,"B",0,"0","F","F"
"207113","588525893",5122,"residential",NA,NA,"B",0,"0","F","F"
"207114","588525894",5122,"residential",NA,NA,"B",0,"0","F","F"
"207115","588525895",5122,"residential",NA,NA,"B",0,"0","F","F"
"207116","588525896",5122,"residential",NA,NA,"B",0,"0","F","F"
"207117","588525897",5122,"residential",NA,NA,"B",0,"0","F","F"
"207118","588525898",5122,"residential",NA,NA,"B",0,"0","F","F"
"207119","588525899",5122,"residential",NA,NA,"B",0,"0","F","F"
"207120","588525900",5122,"residential",NA,NA,"B",0,"0","F","F"
"207121","588525901",5122,"residential",NA,NA,"B",0,"0","F","F"
"207122","588525902",5122,"residential",NA,NA,"B",0,"0","F","F"
"207123","588525903",5122,"residential",NA,NA,"B",0,"0","F","F"
"207124","588525904",5122,"residential",NA,NA,"B",0,"0","F","F"
"207125","588525905",5141,"service",NA,NA,"B",0,"0","F","F"
"207126","588525906",5141,"service",NA,NA,"B",0,"0","F","F"
"207127","588525907",5141,"service",NA,NA,"B",0,"0","F","F"
"207128","588525908",5141,"service",NA,NA,"B",0,"0","F","F"
"207129","588525909",5141,"service",NA,NA,"B",0,"0","F","F"
"207130","588525910",5141,"service",NA,NA,"B",0,"0","F","F"
"207131","588525911",5141,"service",NA,NA,"B",0,"0","F","F"
"207132","588525912",5133,"primary_link",NA,NA,"B",0,"0","F","F"
"207133","588525913",5122,"residential",NA,NA,"B",0,"0","F","F"
"207134","588526373",5122,"residential",NA,NA,"B",0,"0","F","F"
"207135","588526374",5122,"residential",NA,NA,"B",0,"0","F","F"
"207136","588526375",5122,"residential",NA,NA,"B",0,"0","F","F"
"207137","588526376",5122,"residential",NA,NA,"B",0,"0","F","F"
"207138","588526377",5122,"residential",NA,NA,"B",0,"0","F","F"
"207139","588526378",5122,"residential",NA,NA,"B",0,"0","F","F"
"207140","588526379",5122,"residential",NA,NA,"B",0,"0","F","F"
"207141","588526380",5122,"residential",NA,NA,"B",0,"0","F","F"
"207142","588526381",5122,"residential",NA,NA,"B",0,"0","F","F"
"207143","588526382",5122,"residential",NA,NA,"B",0,"0","F","F"
"207144","588526383",5122,"residential",NA,NA,"B",0,"0","F","F"
"207145","588527029",5122,"residential",NA,NA,"B",0,"0","F","F"
"207146","588527030",5121,"unclassified",NA,NA,"B",0,"0","F","F"
"207147","588527031",5142,"track",NA,NA,"B",0,"0","F","F"
"207148","588527032",5122,"residential",NA,NA,"B",0,"0","F","F"
"207149","588527033",5122,"residential",NA,NA,"B",0,"0","F","F"
"207150","588527034",5122,"residential",NA,NA,"B",0,"0","F","F"
"207151","588527035",5122,"residential",NA,NA,"B",0,"0","F","F"
"207152","588527036",5121,"unclassified",NA,NA,"B",0,"0","F","F"
"207153","588527037",5122,"residential",NA,NA,"B",0,"0","F","F"
"207154","588527038",5122,"residential",NA,NA,"B",0,"0","F","F"
"207155","588527039",5122,"residential",NA,NA,"B",0,"0","F","F"
"207156","588527040",5122,"residential",NA,NA,"B",0,"0","F","F"
"207157","588527041",5122,"residential",NA,NA,"B",0,"0","F","F"
"207158","588527208",5122,"residential",NA,NA,"B",0,"0","F","F"
"207159","588527209",5122,"residential",NA,NA,"B",0,"0","F","F"
"207160","588527210",5122,"residential",NA,NA,"B",0,"0","F","F"
"207161","588527211",5122,"residential",NA,NA,"B",0,"0","F","F"
"207162","588527212",5122,"residential",NA,NA,"B",0,"0","F","F"
"207163","588527213",5142,"track",NA,NA,"B",0,"0","F","F"
"207164","588527214",5122,"residential",NA,NA,"B",0,"0","F","F"
"207165","588527215",5122,"residential",NA,NA,"B",0,"0","F","F"
"207166","588527216",5122,"residential",NA,NA,"B",0,"0","F","F"
"207167","588527217",5141,"service",NA,NA,"B",0,"0","F","F"
"207168","588527218",5141,"service",NA,NA,"B",0,"0","F","F"
"207169","588527219",5141,"service",NA,NA,"B",0,"0","F","F"
"207170","588527220",5141,"service",NA,NA,"F",0,"0","F","F"
"207171","588527223",5141,"service",NA,NA,"B",0,"0","F","F"
"207172","588527224",5141,"service",NA,NA,"B",0,"0","F","F"
"207173","588527225",5141,"service",NA,NA,"B",0,"0","F","F"
"207174","588527226",5141,"service",NA,NA,"B",0,"0","F","F"
"207175","588527227",5141,"service",NA,NA,"B",0,"0","F","F"
"207176","588527229",5141,"service",NA,NA,"B",0,"0","F","F"
"207177","588527230",5141,"service",NA,NA,"B",0,"0","F","F"
"207178","588527231",5141,"service",NA,NA,"B",0,"0","F","F"
"207179","588527232",5141,"service",NA,NA,"B",0,"0","F","F"
"207180","588527233",5141,"service",NA,NA,"B",0,"0","F","F"
